DATE,OPEN,HIGH,LOW,CLOSE,VOL,MACD,RSI,ATR,DAILY RETURNS,ROLLING VOLATILITY,LAG 1 CLOSE,LAG 2 CLOSE,LABELS
2004-05-10,20220.0,20670.0,20220.0,20430.0,96,-89.409917,61.595766,859.285714,0.115784,0.039123,18310.0,17480.0,-1.0
2004-05-11,20200.0,20250.0,19870.0,19970.0,175,120.535649,59.039028,865.714286,-0.022516,0.03951,20430.0,18310.0,0.0
2004-05-12,19800.0,20790.0,19570.0,19610.0,122,254.080508,56.999063,842.857143,-0.018027,0.03946,19970.0,20430.0,0.0
2004-05-13,19770.0,19770.0,19400.0,19580.0,37,366.440203,56.819637,850.0,-0.00153,0.038861,19610.0,19970.0,0.0
2004-05-14,19330.0,19820.0,19320.0,19670.0,119,451.935049,57.255023,867.142857,0.004597,0.038838,19580.0,19610.0,1.0
2004-05-17,19870.0,20290.0,19820.0,20210.0,42,556.528259,59.858342,866.428571,0.027453,0.0392,19670.0,19580.0,0.0
2004-05-18,19960.0,20090.0,19960.0,20070.0,399,606.316156,58.883812,833.571429,-0.006927,0.039003,20210.0,19670.0,-1.0
2004-05-19,19600.0,19640.0,18740.0,19170.0,84,576.263847,52.881824,880.0,-0.044843,0.040283,20070.0,20210.0,0.0
2004-05-20,19060.0,19340.0,18990.0,19340.0,43,575.627043,53.882924,852.142857,0.008868,0.04024,19170.0,20070.0,0.0
2004-05-21,19320.0,19330.0,19100.0,19240.0,817,578.42134,53.173533,831.428571,-0.005171,0.03992,19340.0,19170.0,-1.0
2004-05-24,18610.0,19000.0,18600.0,18770.0,398,511.021432,49.835379,817.142857,-0.024428,0.036537,19240.0,19340.0,-1.0
2004-05-25,18900.0,18900.0,17440.0,17500.0,243,316.58727,41.975163,865.714286,-0.067661,0.039638,18770.0,19240.0,0.0
2004-05-26,17600.0,17750.0,17530.0,17600.0,324,122.867161,42.795764,810.0,0.005714,0.039536,17500.0,18770.0,0.0
2004-05-27,17460.0,17600.0,17290.0,17350.0,42,-49.63644,41.234664,747.142857,-0.014205,0.039421,17600.0,17500.0,0.0
2004-05-28,17550.0,17650.0,17550.0,17580.0,64,-173.015669,43.312923,600.0,0.013256,0.038871,17350.0,17600.0,0.0
2004-06-01,17600.0,17620.0,17550.0,17600.0,110,-268.490379,43.4976,565.0,0.001138,0.038566,17580.0,17350.0,0.0
2004-06-02,17640.0,17650.0,17600.0,17650.0,289,-344.189153,43.988325,481.428571,0.002841,0.038166,17600.0,17580.0,0.0
2004-06-03,17600.0,17700.0,17430.0,17600.0,152,-425.447118,43.581854,474.285714,-0.002833,0.037645,17650.0,17600.0,1.0
2004-06-04,18220.0,18580.0,18060.0,18510.0,4,-396.514866,52.253844,508.571429,0.051705,0.038832,17600.0,17650.0,-1.0
2004-06-07,18340.0,18340.0,18070.0,18070.0,145,-388.481843,48.558401,495.714286,-0.023771,0.038116,18510.0,17600.0,0.0
2004-06-08,18280.0,18300.0,17690.0,17730.0,128,-410.435603,45.797509,521.428571,-0.018816,0.036899,18070.0,18510.0,0.0
2004-06-09,17550.0,17950.0,17200.0,17860.0,633,-416.706079,47.060679,480.0,0.007332,0.03547,17730.0,18070.0,0.0
2004-06-10,17740.0,17870.0,17570.0,17570.0,161,-439.48628,44.582819,476.428571,-0.016237,0.024243,17860.0,17730.0,1.0
2004-06-14,17940.0,18020.0,17900.0,17930.0,238,-399.32013,48.283221,491.428571,0.020489,0.024625,17570.0,17860.0,-1.0
