DATE,OPEN,HIGH,LOW,CLOSE,VOL,MACD,RSI,ATR,DAILY RETURNS,ROLLING VOLATILITY,LAG 1 CLOSE,LAG 2 CLOSE,LABELS
1991-02-06,120900.0,122575.0,120650.0,122200.0,0,660.127499,62.116822,2103.571429,0.001639,0.020446,122000.0,119575.0,0.0
1991-02-07,122400.0,123600.0,121425.0,121500.0,0,810.863633,61.109044,1976.785714,-0.005728,0.0197,122200.0,122000.0,1.0
1991-02-08,122500.0,123300.0,122300.0,123200.0,0,1069.089334,62.700833,1783.928571,0.013992,0.018837,121500.0,122200.0,0.0
1991-02-11,123625.0,125300.0,123500.0,124025.0,0,1322.375418,63.471425,1800.0,0.006696,0.017089,123200.0,121500.0,1.0
1991-02-12,125125.0,126225.0,124875.0,125500.0,0,1581.247562,64.859946,1885.714286,0.011893,0.017137,124025.0,123200.0,1.0
1991-02-13,126750.0,128400.0,126450.0,128075.0,0,1994.251908,67.177982,1907.142857,0.020518,0.016777,125500.0,124025.0,0.0
1991-02-14,127575.0,128275.0,127175.0,127175.0,0,2180.828524,65.582345,1928.571429,-0.007027,0.016884,128075.0,125500.0,1.0
1991-02-15,128250.0,130000.0,127700.0,129650.0,0,2534.44482,67.859241,2021.428571,0.019461,0.016888,127175.0,128075.0,1.0
1991-02-19,132500.0,132900.0,132050.0,132425.0,0,3105.40008,70.194625,2203.571429,0.021404,0.015585,129650.0,127175.0,-1.0
1991-02-20,131750.0,131750.0,130600.0,130975.0,0,3368.814177,67.492832,2223.214286,-0.01095,0.014697,132425.0,129650.0,0.0
1991-02-21,131550.0,132375.0,131175.0,131200.0,0,3507.35496,67.702868,2107.142857,0.001718,0.012641,130975.0,132425.0,0.0
1991-02-22,130800.0,131550.0,130250.0,130600.0,0,3443.545715,66.471585,2087.5,-0.004573,0.012042,131200.0,130975.0,1.0
1991-02-25,134150.0,134150.0,133025.0,133750.0,0,3679.343933,69.610693,2198.214286,0.024119,0.012716,130600.0,131200.0,-1.0
1991-02-26,131875.0,131875.0,130775.0,131000.0,0,3624.640454,64.101154,2237.5,-0.020561,0.013618,133750.0,130600.0,1.0
1991-02-27,131400.0,133150.0,131000.0,132425.0,0,3590.190409,65.650161,2253.571429,0.010878,0.013695,131000.0,133750.0,-1.0
1991-02-28,132625.0,132875.0,130500.0,130500.0,0,3297.357042,61.811798,2267.857143,-0.014537,0.013975,132425.0,131000.0,0.0
1991-03-01,129000.0,130050.0,128500.0,129875.0,0,2930.417254,60.5556,2282.142857,-0.004789,0.01402,130500.0,132425.0,0.0
1991-03-04,130850.0,130875.0,130250.0,130550.0,0,2620.201579,61.470705,2203.571429,0.005197,0.013879,129875.0,130500.0,1.0
1991-03-05,133750.0,135600.0,133750.0,134850.0,0,2757.737883,66.737419,2407.142857,0.032938,0.014123,130550.0,129875.0,0.0
1991-03-06,136750.0,136750.0,135650.0,135750.0,0,2832.760953,67.700859,2335.714286,0.006674,0.013941,134850.0,130550.0,0.0
1991-03-07,135250.0,135250.0,134525.0,135150.0,0,2715.081753,66.330649,2344.642857,-0.00442,0.013981,135750.0,134850.0,0.0
1991-03-08,135875.0,136500.0,135300.0,135500.0,0,2653.198091,66.755211,2239.285714,0.00259,0.013604,135150.0,135750.0,0.0
1991-03-11,136400.0,136450.0,135850.0,135950.0,0,2563.550281,67.324246,2075.0,0.003321,0.01359,135500.0,135150.0,0.0
1991-03-12,136200.0,136200.0,135700.0,135850.0,0,2440.601912,67.050499,1980.357143,-0.000736,0.013444,135950.0,135500.0,0.0
1991-03-13,134950.0,136300.0,134850.0,136275.0,0,2278.378894,67.652928,1983.928571,0.003128,0.013304,135850.0,135950.0,0.0
1991-03-14,136750.0,137050.0,135900.0,136100.0,0,2177.865214,67.110521,1973.214286,-0.001284,0.013355,136275.0,135850.0,1.0
1991-03-15,138500.0,138625.0,138050.0,138100.0,0,2210.693564,70.067921,1900.0,0.014695,0.013443,136100.0,136275.0,0.0
1991-03-18,138950.0,139000.0,138375.0,138825.0,0,2297.761983,71.068788,1751.785714,0.00525,0.012959,138100.0,136100.0,-1.0
1991-03-19,137625.0,137900.0,136250.0,137000.0,0,2190.192376,65.190391,1782.142857,-0.013146,0.013264,138825.0,138100.0,0.0
1991-03-20,136225.0,137150.0,136075.0,136525.0,0,2018.628642,63.694013,1689.285714,-0.003467,0.012842,137000.0,138825.0,0.0
1991-03-21,137000.0,137700.0,136750.0,137050.0,0,1812.006718,64.662844,1630.357143,0.003845,0.012132,136525.0,137000.0,0.0
1991-03-22,136975.0,137125.0,136275.0,136675.0,0,1586.510371,63.367088,1619.642857,-0.002736,0.01185,137050.0,136525.0,0.0
1991-03-25,136600.0,136750.0,136300.0,136625.0,0,1377.419124,63.184785,1291.071429,-0.000366,0.011861,136675.0,137050.0,0.0
1991-03-26,134900.0,135950.0,134875.0,135950.0,0,1141.768054,60.64721,1280.357143,-0.004941,0.01187,136625.0,136675.0,-1.0
1991-03-27,134000.0,134350.0,133250.0,133350.0,0,715.493044,51.949707,1385.714286,-0.019125,0.011592,135950.0,136625.0,0.0
1991-03-28,133475.0,133550.0,132500.0,132750.0,0,297.420309,50.128265,1364.285714,-0.004499,0.010712,133350.0,135950.0,-1.0
1991-04-01,131750.0,132100.0,131125.0,131325.0,0,-181.05678,45.985767,1412.5,-0.010734,0.010722,132750.0,133350.0,1.0
1991-04-02,133900.0,135250.0,133500.0,135050.0,0,-222.401461,56.269433,1657.142857,0.028365,0.011855,131325.0,132750.0,1.0
1991-04-03,136775.0,137075.0,135900.0,135900.0,0,-195.151988,58.172407,1698.214286,0.006294,0.011805,135050.0,131325.0,0.0
1991-04-04,136250.0,136425.0,135625.0,136150.0,0,-205.487834,58.737583,1673.214286,0.00184,0.011785,135900.0,135050.0,0.0
1991-04-05,136800.0,137300.0,135625.0,135700.0,0,-206.416842,57.241047,1612.5,-0.003305,0.009577,136150.0,135900.0,-1.0
1991-04-08,135000.0,135000.0,134525.0,134875.0,0,-299.867,54.490883,1632.142857,-0.00608,0.009561,135700.0,136150.0,-1.0
1991-04-09,134000.0,134150.0,132825.0,132850.0,0,-586.787079,48.31704,1594.642857,-0.015014,0.010036,134875.0,135700.0,0.0
1991-04-10,134000.0,134000.0,132550.0,133125.0,0,-775.509194,49.172099,1621.428571,0.00207,0.010028,132850.0,134875.0,1.0
1991-04-11,133175.0,134125.0,133000.0,133800.0,0,-812.226277,51.297579,1617.857143,0.00507,0.010069,133125.0,132850.0,1.0
1991-04-12,135750.0,136000.0,134750.0,135525.0,0,-649.344102,56.301339,1714.285714,0.012892,0.010476,133800.0,133125.0,0.0
1991-04-15,136375.0,136500.0,135650.0,136150.0,0,-401.771266,57.965017,1751.785714,0.004612,0.010503,135525.0,133800.0,1.0
1991-04-16,136700.0,138025.0,136400.0,137875.0,0,-22.671001,62.220534,1760.714286,0.01267,0.010837,136150.0,135525.0,0.0
1991-04-17,137125.0,137575.0,136900.0,137450.0,0,279.644698,60.61277,1637.5,-0.003083,0.010393,137875.0,136150.0,-1.0
1991-04-18,136125.0,136250.0,135700.0,135925.0,0,290.618468,55.094498,1687.5,-0.011095,0.01057,137450.0,137875.0,-1.0
1991-04-19,135250.0,135300.0,134200.0,134225.0,0,125.245446,49.611359,1694.642857,-0.012507,0.010536,135925.0,137450.0,-1.0
1991-04-22,133725.0,133725.0,132900.0,133050.0,0,-121.347961,46.149365,1508.928571,-0.008754,0.010657,134225.0,135925.0,1.0
1991-04-23,134950.0,135050.0,134675.0,135025.0,0,-97.311303,52.236013,1507.142857,0.014844,0.011148,133050.0,134225.0,-1.0
1991-04-24,133800.0,133975.0,133525.0,133775.0,0,-160.111441,48.55041,1557.142857,-0.009258,0.011293,135025.0,133050.0,-1.0
1991-04-25,132950.0,133175.0,132425.0,132475.0,0,-292.862831,44.963994,1533.928571,-0.009718,0.011446,133775.0,135025.0,0.0
1991-04-26,132800.0,132850.0,132325.0,132550.0,0,-391.312802,45.217887,1487.5,0.000566,0.011424,132475.0,133775.0,0.0
1991-04-29,132900.0,133325.0,132525.0,132525.0,0,-470.314981,45.143171,1398.214286,-0.000189,0.01069,132550.0,132475.0,0.0
1991-04-30,132125.0,132850.0,131850.0,132575.0,0,-562.102004,45.337746,1366.071429,0.000377,0.010647,132525.0,132550.0,1.0
1991-05-01,134075.0,135100.0,134075.0,134975.0,0,-419.945509,53.804516,1466.071429,0.018103,0.011032,132575.0,132525.0,0.0
1991-05-02,134850.0,135100.0,134700.0,135050.0,0,-345.149539,54.039833,1337.5,0.000556,0.00923,134975.0,132575.0,0.0
1991-05-03,134650.0,134875.0,134450.0,134450.0,0,-361.239721,51.769134,1310.714286,-0.004443,0.009167,135050.0,134975.0,0.0
1991-05-06,134450.0,134525.0,134150.0,134325.0,0,-358.952992,51.28351,1203.571429,-0.00093,0.009153,134450.0,135050.0,-1.0
1991-05-07,133750.0,133750.0,133200.0,133225.0,0,-435.858102,47.093084,1214.285714,-0.008189,0.009281,134325.0,134450.0,0.0
1991-05-08,133400.0,133625.0,133250.0,133625.0,0,-388.166879,48.746666,1117.857143,0.003002,0.009236,133225.0,134325.0,0.0
1991-05-09,133375.0,133750.0,133100.0,133625.0,0,-380.278241,48.746666,1041.071429,0.0,0.008639,133625.0,133225.0,-1.0
1991-05-10,133575.0,133625.0,131725.0,132025.0,0,-482.788335,42.589968,1082.142857,-0.011974,0.009013,133625.0,133625.0,0.0
1991-05-13,132275.0,132525.0,132000.0,132225.0,0,-509.003256,43.561165,976.785714,0.001515,0.008943,132025.0,133625.0,-1.0
1991-05-14,131875.0,131875.0,130775.0,130900.0,0,-651.432186,38.876103,973.214286,-0.010021,0.008638,132225.0,132025.0,-1.0
1991-05-15,130275.0,130300.0,129500.0,129725.0,0,-882.562253,35.221774,976.785714,-0.008976,0.008663,130900.0,132225.0,0.0
1991-05-16,129125.0,129950.0,129125.0,129750.0,0,-1048.69856,35.362254,998.214286,0.000193,0.008031,129725.0,130900.0,0.0
1991-05-17,130100.0,130300.0,129750.0,130175.0,0,-1176.414249,37.830083,980.357143,0.003276,0.008132,129750.0,129725.0,-1.0
1991-05-20,128125.0,128400.0,127900.0,128200.0,0,-1428.927294,31.778079,1071.428571,-0.015172,0.008381,130175.0,129750.0,1.0
1991-05-21,129100.0,129550.0,129050.0,129350.0,0,-1482.01172,38.084939,987.5,0.00897,0.008425,128200.0,130175.0,0.0
1991-05-22,128500.0,129125.0,128500.0,128875.0,0,-1524.442839,36.593534,1019.642857,-0.003672,0.00829,129350.0,128200.0,0.0
1991-05-23,129500.0,129500.0,128850.0,128925.0,0,-1507.917247,36.874791,1023.214286,0.000388,0.007472,128875.0,129350.0,0.0
1991-05-24,128750.0,129450.0,128750.0,129400.0,0,-1453.699119,39.614129,1046.428571,0.003684,0.007389,128925.0,128875.0,0.0
1991-05-28,128500.0,129150.0,128250.0,129050.0,0,-1442.461416,38.300101,1048.214286,-0.002705,0.007164,129400.0,128925.0,0.0
1991-05-29,128900.0,128900.0,128550.0,128850.0,0,-1409.830007,37.531895,1055.357143,-0.00155,0.007154,129050.0,129400.0,1.0
1991-05-30,129150.0,130000.0,129000.0,129925.0,0,-1249.213237,44.039167,1091.071429,0.008343,0.007441,128850.0,129050.0,1.0
1991-05-31,130075.0,130625.0,130075.0,130500.0,0,-1033.891642,47.182253,1005.357143,0.004426,0.007523,129925.0,128850.0,-1.0
1991-06-03,129200.0,129700.0,129125.0,129250.0,0,-950.375341,41.720515,1066.071429,-0.009579,0.006471,130500.0,129925.0,-1.0
1991-06-04,128650.0,128775.0,128425.0,128750.0,0,-915.009962,39.720683,1021.428571,-0.003868,0.006459,129250.0,130500.0,-1.0
1991-06-05,126950.0,127000.0,126500.0,126500.0,0,-1089.666395,32.2095,1082.142857,-0.017476,0.007231,128750.0,129250.0,0.0
1991-06-06,126100.0,126250.0,125750.0,126150.0,0,-1194.241406,31.203447,1076.785714,-0.002767,0.007219,126500.0,128750.0,-1.0
1991-06-07,125925.0,125925.0,125100.0,125200.0,0,-1342.038099,28.586242,1112.5,-0.007531,0.007197,126150.0,126500.0,-1.0
1991-06-10,122900.0,123150.0,122550.0,122625.0,0,-1657.506882,22.929661,1139.285714,-0.020567,0.008002,125200.0,126150.0,1.0
1991-06-11,127000.0,127475.0,127000.0,127150.0,0,-1465.934906,44.246415,1389.285714,0.036901,0.011812,122625.0,125200.0,-1.0
1991-06-12,126375.0,126375.0,125150.0,125175.0,0,-1484.084653,39.316853,1471.428571,-0.015533,0.011976,127150.0,122625.0,1.0
1991-06-13,126750.0,127650.0,126500.0,127575.0,0,-1255.800824,47.144764,1601.785714,0.019173,0.01281,125175.0,127150.0,1.0
1991-06-14,128250.0,128700.0,128225.0,128625.0,0,-949.013945,50.119338,1632.142857,0.00823,0.012826,127575.0,125175.0,-1.0
1991-06-17,127375.0,127375.0,126700.0,126775.0,0,-885.539347,45.319474,1687.5,-0.014383,0.013042,128625.0,127575.0,-1.0
1991-06-18,125550.0,125775.0,125175.0,125350.0,0,-982.704096,41.939118,1766.071429,-0.01124,0.01322,126775.0,128625.0,-1.0
1991-06-19,123000.0,123200.0,122500.0,122825.0,0,-1245.279789,36.661602,1887.5,-0.020144,0.013751,125350.0,126775.0,0.0
1991-06-20,123650.0,123700.0,123275.0,123450.0,0,-1377.241901,38.758125,1900.0,0.005089,0.013542,122825.0,125350.0,0.0
1991-06-21,124500.0,124600.0,124200.0,124225.0,0,-1349.374032,41.337959,1883.928571,0.006278,0.013453,123450.0,122825.0,-1.0
1991-06-24,120000.0,120500.0,119725.0,119825.0,0,-1703.152288,32.913607,2146.428571,-0.03542,0.015252,124225.0,123450.0,1.0
1991-06-25,122300.0,122300.0,121850.0,122200.0,0,-1707.946327,40.251504,2162.5,0.019821,0.016013,119825.0,124225.0,-1.0
1991-06-26,120000.0,120000.0,119350.0,119875.0,0,-1858.781526,36.162514,2312.5,-0.019026,0.016337,122200.0,119825.0,0.0
1991-06-27,120000.0,120950.0,119975.0,120500.0,0,-1983.290999,38.020599,2314.285714,0.005214,0.016438,119875.0,122200.0,-1.0
1991-06-28,118500.0,118500.0,117500.0,118025.0,0,-2240.519721,33.841687,2339.285714,-0.020539,0.016853,120500.0,119875.0,1.0
1991-07-01,122525.0,122525.0,122525.0,122525.0,0,-2052.136772,45.759646,2314.285714,0.038128,0.018945,118025.0,120500.0,0.0
1991-07-02,122200.0,122200.0,121750.0,122000.0,0,-1946.735702,44.783277,2226.785714,-0.004285,0.018885,122525.0,118025.0,-1.0
1991-07-03,118500.0,118725.0,117600.0,117700.0,0,-2196.496026,37.664266,2364.285714,-0.035246,0.020073,122000.0,122525.0,0.0
1991-07-05,116500.0,117025.0,116450.0,116725.0,0,-2421.049364,36.207445,2373.214286,-0.008284,0.020093,117700.0,122000.0,-1.0
1991-07-08,113000.0,114400.0,113000.0,114350.0,0,-2709.003285,32.846779,2501.785714,-0.020347,0.020192,116725.0,117700.0,1.0
1991-07-09,115750.0,115875.0,115400.0,115750.0,0,-2770.33439,36.65661,2496.428571,0.012243,0.020501,114350.0,116725.0,0.0
1991-07-10,117000.0,117000.0,115500.0,115750.0,0,-2807.234064,36.65661,2400.0,0.0,0.020497,115750.0,114350.0,0.0
1991-07-11,116725.0,117000.0,116200.0,116375.0,0,-2637.955384,38.442906,2426.785714,0.0054,0.020204,115750.0,115750.0,1.0
1991-07-12,117800.0,119000.0,117800.0,118750.0,0,-2323.442271,44.781152,2532.142857,0.020408,0.018952,116375.0,115750.0,1.0
